,District,Variety,Month,Year,Price
1701,Chandrapur,Varaxmi,Nov,2018,4306
1702,Chandrapur,Desi,Nov,2018,4292
1703,Chandrapur,Other,Nov,2018,4292
1704,Chandrapur,H-4(A) 27mm FIne,Nov,2018,4277
1705,Chandrapur,LRA,Nov,2018,4307
1706,Chandrapur,N-44,Nov,2018,4296
1707,Chandrapur,DCH-32(Unginned),Nov,2018,4337
1708,Parbhani,Varaxmi,Nov,2018,4468
1709,Parbhani,Desi,Nov,2018,4457
1710,Parbhani,Other,Nov,2018,4386
1711,Parbhani,H-4(A) 27mm FIne,Nov,2018,4456
1712,Parbhani,LRA,Nov,2018,4440
1713,Parbhani,N-44,Nov,2018,4463
1714,Parbhani,DCH-32(Unginned),Nov,2018,4445
1715,Amarawati,Varaxmi,Nov,2018,4081
1716,Amarawati,Desi,Nov,2018,4221
1717,Amarawati,Other,Nov,2018,4221
1718,Amarawati,H-4(A) 27mm FIne,Nov,2018,4380
1719,Amarawati,LRA,Nov,2018,4222
1720,Amarawati,N-44,Nov,2018,4221
1721,Amarawati,DCH-32(Unginned),Nov,2018,4223
1722,Jalana,Varaxmi,Nov,2018,4351
1723,Jalana,Desi,Nov,2018,4358
1724,Jalana,Other,Nov,2018,4358
1725,Jalana,H-4(A) 27mm FIne,Nov,2018,4365
1726,Jalana,LRA,Nov,2018,4369
1727,Jalana,N-44,Nov,2018,4379
1728,Jalana,DCH-32(Unginned),Nov,2018,4387
1729,Beed,Varaxmi,Nov,2018,4403
1730,Beed,Desi,Nov,2018,4403
1731,Beed,Other,Nov,2018,4398
1732,Beed,H-4(A) 27mm FIne,Nov,2018,4406
1733,Beed,LRA,Nov,2018,4387
1734,Beed,N-44,Nov,2018,4429
1735,Beed,DCH-32(Unginned),Nov,2018,4403
1736,Buldhana,Varaxmi,Nov,2018,4431
1737,Buldhana,Desi,Nov,2018,4443
1738,Buldhana,Other,Nov,2018,4429
1739,Buldhana,H-4(A) 27mm FIne,Nov,2018,4459
1740,Buldhana,LRA,Nov,2018,4423
1741,Buldhana,N-44,Nov,2018,4456
1742,Buldhana,DCH-32(Unginned),Nov,2018,4418
1743,Nanded,Varaxmi,Nov,2018,4267
1744,Nanded,Desi,Nov,2018,4271
1745,Nanded,Other,Nov,2018,4271
1746,Nanded,H-4(A) 27mm FIne,Nov,2018,4272
1747,Nanded,LRA,Nov,2018,4288
1748,Nanded,N-44,Nov,2018,4281
1749,Nanded,DCH-32(Unginned),Nov,2018,4333
1750,Akola,Varaxmi,Nov,2018,4304
1751,Akola,Desi,Nov,2018,4309
1752,Akola,Other,Nov,2018,4309
1753,Akola,H-4(A) 27mm FIne,Nov,2018,4307
1754,Akola,LRA,Nov,2018,4322
1755,Akola,N-44,Nov,2018,4327
1756,Akola,DCH-32(Unginned),Nov,2018,4363
1757,Aurangabad,Varaxmi,Nov,2018,4452
1758,Aurangabad,Desi,Nov,2018,4451
1759,Aurangabad,Other,Nov,2018,4437
1760,Aurangabad,H-4(A) 27mm FIne,Nov,2018,4452
1761,Aurangabad,LRA,Nov,2018,4432
1762,Aurangabad,N-44,Nov,2018,4461
1763,Aurangabad,DCH-32(Unginned),Nov,2018,4429
1764,Wardha,Varaxmi,Dec,2018,4496
1765,Wardha,Desi,Dec,2018,4577
1766,Wardha,Other,Dec,2018,4569
1767,Wardha,H-4(A) 27mm FIne,Dec,2018,4756
1768,Wardha,LRA,Dec,2018,4601
1769,Wardha,N-44,Dec,2018,4580
1770,Wardha,DCH-32(Unginned),Dec,2018,4524
1771,Nagpur,Varaxmi,Dec,2018,4774
1772,Nagpur,Desi,Dec,2018,4805
1773,Nagpur,Other,Dec,2018,4786
1774,Nagpur,H-4(A) 27mm FIne,Dec,2018,4768
1775,Nagpur,LRA,Dec,2018,4879
1776,Nagpur,N-44,Dec,2018,4804
1777,Nagpur,DCH-32(Unginned),Dec,2018,4589
1778,Yavatmal,Varaxmi,Dec,2018,4699
1779,Yavatmal,Desi,Dec,2018,4660
1780,Yavatmal,Other,Dec,2018,4649
1781,Yavatmal,H-4(A) 27mm FIne,Dec,2018,4771
1782,Yavatmal,LRA,Dec,2018,4636
1783,Yavatmal,N-44,Dec,2018,4664
1784,Yavatmal,DCH-32(Unginned),Dec,2018,4525
1785,Chandrapur,Varaxmi,Dec,2018,4490
1786,Chandrapur,Desi,Dec,2018,4593
1787,Chandrapur,Other,Dec,2018,4590
1788,Chandrapur,H-4(A) 27mm FIne,Dec,2018,4699
1789,Chandrapur,LRA,Dec,2018,4598
1790,Chandrapur,N-44,Dec,2018,4593
1791,Chandrapur,DCH-32(Unginned),Dec,2018,4525
1792,Parbhani,Varaxmi,Dec,2018,4850
1793,Parbhani,Desi,Dec,2018,4800
1794,Parbhani,Other,Dec,2018,4644
1795,Parbhani,H-4(A) 27mm FIne,Dec,2018,4894
1796,Parbhani,LRA,Dec,2018,4805
1797,Parbhani,N-44,Dec,2018,4801
1798,Parbhani,DCH-32(Unginned),Dec,2018,4565
1799,Amarawati,Varaxmi,Dec,2018,4690
1800,Amarawati,Desi,Dec,2018,4709
1801,Amarawati,Other,Dec,2018,4685
1802,Amarawati,H-4(A) 27mm FIne,Dec,2018,4796
1803,Amarawati,LRA,Dec,2018,4727
1804,Amarawati,N-44,Dec,2018,4716
1805,Amarawati,DCH-32(Unginned),Dec,2018,4527
1806,Jalana,Varaxmi,Dec,2018,4033
1807,Jalana,Desi,Dec,2018,4054
1808,Jalana,Other,Dec,2018,4054
1809,Jalana,H-4(A) 27mm FIne,Dec,2018,4084
1810,Jalana,LRA,Dec,2018,4054
1811,Jalana,N-44,Dec,2018,4054
1812,Jalana,DCH-32(Unginned),Dec,2018,4054
1813,Beed,Varaxmi,Dec,2018,4686
1814,Beed,Desi,Dec,2018,4701
1815,Beed,Other,Dec,2018,4676
1816,Beed,H-4(A) 27mm FIne,Dec,2018,4799
1817,Beed,LRA,Dec,2018,4722
1818,Beed,N-44,Dec,2018,4704
1819,Beed,DCH-32(Unginned),Dec,2018,4527
1820,Buldhana,Varaxmi,Dec,2018,4373
1821,Buldhana,Desi,Dec,2018,4528
1822,Buldhana,Other,Dec,2018,4524
1823,Buldhana,H-4(A) 27mm FIne,Dec,2018,4920
1824,Buldhana,LRA,Dec,2018,4534
1825,Buldhana,N-44,Dec,2018,4527
1826,Buldhana,DCH-32(Unginned),Dec,2018,4537
1827,Nanded,Varaxmi,Dec,2018,4369
1828,Nanded,Desi,Dec,2018,4419
1829,Nanded,Other,Dec,2018,4416
1830,Nanded,H-4(A) 27mm FIne,Dec,2018,4538
1831,Nanded,LRA,Dec,2018,4425
1832,Nanded,N-44,Dec,2018,4420
1833,Nanded,DCH-32(Unginned),Dec,2018,4493
1834,Akola,Varaxmi,Dec,2018,4480
1835,Akola,Desi,Dec,2018,4648
1836,Akola,Other,Dec,2018,4635
1837,Akola,H-4(A) 27mm FIne,Dec,2018,4791
1838,Akola,LRA,Dec,2018,4721
1839,Akola,N-44,Dec,2018,4653
1840,Akola,DCH-32(Unginned),Dec,2018,4524
1841,Aurangabad,Varaxmi,Dec,2018,4801
1842,Aurangabad,Desi,Dec,2018,4773
1843,Aurangabad,Other,Dec,2018,4738
1844,Aurangabad,H-4(A) 27mm FIne,Dec,2018,4817
1845,Aurangabad,LRA,Dec,2018,4785
1846,Aurangabad,N-44,Dec,2018,4774
1847,Aurangabad,DCH-32(Unginned),Dec,2018,4546
1848,Jalgaon,Varaxmi,Jan,2019,4562
1849,Jalgaon,Desi,Jan,2019,4627
1850,Jalgaon,Other,Jan,2019,4626
1851,Jalgaon,H-4(A) 27mm FIne,Jan,2019,4841
1852,Jalgaon,LRA,Jan,2019,4643
1853,Jalgaon,N-44,Jan,2019,4630
1854,Jalgaon,DCH-32(Unginned),Jan,2019,4587
1855,Hingoli,Varaxmi,Jan,2019,4435
1856,Hingoli,Desi,Jan,2019,4549
1857,Hingoli,Other,Jan,2019,4547
1858,Hingoli,H-4(A) 27mm FIne,Jan,2019,4902
1859,Hingoli,LRA,Jan,2019,4557
1860,Hingoli,N-44,Jan,2019,4548
1861,Hingoli,DCH-32(Unginned),Jan,2019,4591
1862,Vashim,Varaxmi,Jan,2019,4695
1863,Vashim,Desi,Jan,2019,4711
1864,Vashim,Other,Jan,2019,4678
1865,Vashim,H-4(A) 27mm FIne,Jan,2019,4850
1866,Vashim,LRA,Jan,2019,4725
1867,Vashim,N-44,Jan,2019,4715
1868,Vashim,DCH-32(Unginned),Jan,2019,4587
1869,Gadchiroli,Varaxmi,Jan,2019,4684
1870,Gadchiroli,Desi,Jan,2019,4662
1871,Gadchiroli,Other,Jan,2019,4641
1872,Gadchiroli,H-4(A) 27mm FIne,Jan,2019,4522
1873,Gadchiroli,LRA,Jan,2019,4679
1874,Gadchiroli,N-44,Jan,2019,4670
1875,Gadchiroli,DCH-32(Unginned),Jan,2019,4587
1876,Nandurbar,Varaxmi,Jan,2019,3973
1877,Nandurbar,Desi,Jan,2019,4020
1878,Nandurbar,Other,Jan,2019,4006
1879,Nandurbar,H-4(A) 27mm FIne,Jan,2019,4176
1880,Nandurbar,LRA,Jan,2019,4026
1881,Nandurbar,N-44,Jan,2019,4021
1882,Nandurbar,DCH-32(Unginned),Jan,2019,4307
1883,Ahmednagar,Varaxmi,Jan,2019,4695
1884,Ahmednagar,Desi,Jan,2019,4711
1885,Ahmednagar,Other,Jan,2019,4678
1886,Ahmednagar,H-4(A) 27mm FIne,Jan,2019,4850
1887,Ahmednagar,LRA,Jan,2019,4725
1888,Ahmednagar,N-44,Jan,2019,4715
1889,Ahmednagar,DCH-32(Unginned),Jan,2019,4587
1890,Jalgaon,Varaxmi,Feb,2019,4557
1891,Jalgaon,Desi,Feb,2019,4634
1892,Jalgaon,Other,Feb,2019,4624
1893,Jalgaon,H-4(A) 27mm FIne,Feb,2019,4792
1894,Jalgaon,LRA,Feb,2019,4667
1895,Jalgaon,N-44,Feb,2019,4639
1896,Jalgaon,DCH-32(Unginned),Feb,2019,4524
1897,Hingoli,Varaxmi,Feb,2019,4441
1898,Hingoli,Desi,Feb,2019,4491
1899,Hingoli,Other,Feb,2019,4483
1900,Hingoli,H-4(A) 27mm FIne,Feb,2019,4632
1901,Hingoli,LRA,Feb,2019,4503
1902,Hingoli,N-44,Feb,2019,4491
1903,Hingoli,DCH-32(Unginned),Feb,2019,4523
1904,Vashim,Varaxmi,Feb,2019,4651
1905,Vashim,Desi,Feb,2019,4696
1906,Vashim,Other,Feb,2019,4659
1907,Vashim,H-4(A) 27mm FIne,Feb,2019,4798
1908,Vashim,LRA,Feb,2019,4727
1909,Vashim,N-44,Feb,2019,4701
1910,Vashim,DCH-32(Unginned),Feb,2019,4524
1911,Gadchiroli,Varaxmi,Feb,2019,4646
1912,Gadchiroli,Desi,Feb,2019,4666
1913,Gadchiroli,Other,Feb,2019,4636
1914,Gadchiroli,H-4(A) 27mm FIne,Feb,2019,4590
1915,Gadchiroli,LRA,Feb,2019,4698
1916,Gadchiroli,N-44,Feb,2019,4674
1917,Gadchiroli,DCH-32(Unginned),Feb,2019,4523
1918,Nandurbar,Varaxmi,Feb,2019,4035
1919,Nandurbar,Desi,Feb,2019,4095
1920,Nandurbar,Other,Feb,2019,4077
1921,Nandurbar,H-4(A) 27mm FIne,Feb,2019,4232
1922,Nandurbar,LRA,Feb,2019,4110
1923,Nandurbar,N-44,Feb,2019,4097
1924,Nandurbar,DCH-32(Unginned),Feb,2019,4283
1925,Ahmednagar,Varaxmi,Feb,2019,4651
1926,Ahmednagar,Desi,Feb,2019,4696
1927,Ahmednagar,Other,Feb,2019,4659
1928,Ahmednagar,H-4(A) 27mm FIne,Feb,2019,4798
1929,Ahmednagar,LRA,Feb,2019,4727
1930,Ahmednagar,N-44,Feb,2019,4701
1931,Ahmednagar,DCH-32(Unginned),Feb,2019,4524
1932,Jalgaon,Varaxmi,Mar,2019,4551
1933,Jalgaon,Desi,Mar,2019,4641
1934,Jalgaon,Other,Mar,2019,4620
1935,Jalgaon,H-4(A) 27mm FIne,Mar,2019,4748
1936,Jalgaon,LRA,Mar,2019,4690
1937,Jalgaon,N-44,Mar,2019,4648
1938,Jalgaon,DCH-32(Unginned),Mar,2019,4458
1939,Hingoli,Varaxmi,Mar,2019,4447
1940,Hingoli,Desi,Mar,2019,4425
1941,Hingoli,Other,Mar,2019,4412
1942,Hingoli,H-4(A) 27mm FIne,Mar,2019,4367
1943,Hingoli,LRA,Mar,2019,4446
1944,Hingoli,N-44,Mar,2019,4428
1945,Hingoli,DCH-32(Unginned),Mar,2019,4451
1946,Vashim,Varaxmi,Mar,2019,4611
1947,Vashim,Desi,Mar,2019,4689
1948,Vashim,Other,Mar,2019,4644
1949,Vashim,H-4(A) 27mm FIne,Mar,2019,4752
1950,Vashim,LRA,Mar,2019,4732
1951,Vashim,N-44,Mar,2019,4696
1952,Vashim,DCH-32(Unginned),Mar,2019,4457
1953,Gadchiroli,Varaxmi,Mar,2019,4611
1954,Gadchiroli,Desi,Mar,2019,4677
1955,Gadchiroli,Other,Mar,2019,4634
1956,Gadchiroli,H-4(A) 27mm FIne,Mar,2019,4650
1957,Gadchiroli,LRA,Mar,2019,4719
1958,Gadchiroli,N-44,Mar,2019,4684
1959,Gadchiroli,DCH-32(Unginned),Mar,2019,4457
1960,Nandurbar,Varaxmi,Mar,2019,4069
1961,Nandurbar,Desi,Mar,2019,4145
1962,Nandurbar,Other,Mar,2019,4123
1963,Nandurbar,H-4(A) 27mm FIne,Mar,2019,4261
1964,Nandurbar,LRA,Mar,2019,4168
1965,Nandurbar,N-44,Mar,2019,4149
1966,Nandurbar,DCH-32(Unginned),Mar,2019,4256
1967,Ahmednagar,Varaxmi,Mar,2019,4611
1968,Ahmednagar,Desi,Mar,2019,4689
1969,Ahmednagar,Other,Mar,2019,4644
1970,Ahmednagar,H-4(A) 27mm FIne,Mar,2019,4752
1971,Ahmednagar,LRA,Mar,2019,4732
1972,Ahmednagar,N-44,Mar,2019,4696
1973,Ahmednagar,DCH-32(Unginned),Mar,2019,4457
1974,Jalgaon,Varaxmi,Apr,2019,4557
1975,Jalgaon,Desi,Apr,2019,4634
1976,Jalgaon,Other,Apr,2019,4624
1977,Jalgaon,H-4(A) 27mm FIne,Apr,2019,4792
1978,Jalgaon,LRA,Apr,2019,4667
1979,Jalgaon,N-44,Apr,2019,4639
1980,Jalgaon,DCH-32(Unginned),Apr,2019,4524
1981,Hingoli,Varaxmi,Apr,2019,4441
1982,Hingoli,Desi,Apr,2019,4491
1983,Hingoli,Other,Apr,2019,4483
1984,Hingoli,H-4(A) 27mm FIne,Apr,2019,4632
1985,Hingoli,LRA,Apr,2019,4503
1986,Hingoli,N-44,Apr,2019,4491
1987,Hingoli,DCH-32(Unginned),Apr,2019,4523
1988,Vashim,Varaxmi,Apr,2019,4651
1989,Vashim,Desi,Apr,2019,4696
1990,Vashim,Other,Apr,2019,4659
1991,Vashim,H-4(A) 27mm FIne,Apr,2019,4798
1992,Vashim,LRA,Apr,2019,4727
1993,Vashim,N-44,Apr,2019,4701
1994,Vashim,DCH-32(Unginned),Apr,2019,4524
1995,Gadchiroli,Varaxmi,Apr,2019,4646
1996,Gadchiroli,Desi,Apr,2019,4666
1997,Gadchiroli,Other,Apr,2019,4636
1998,Gadchiroli,H-4(A) 27mm FIne,Apr,2019,4590
1999,Gadchiroli,LRA,Apr,2019,4698
2000,Gadchiroli,N-44,Apr,2019,4674
2001,Gadchiroli,DCH-32(Unginned),Apr,2019,4523
2002,Nandurbar,Varaxmi,Apr,2019,4035
2003,Nandurbar,Desi,Apr,2019,4095
2004,Nandurbar,Other,Apr,2019,4077
2005,Nandurbar,H-4(A) 27mm FIne,Apr,2019,4232
2006,Nandurbar,LRA,Apr,2019,4110
2007,Nandurbar,N-44,Apr,2019,4097
2008,Nandurbar,DCH-32(Unginned),Apr,2019,4283
2009,Ahmednagar,Varaxmi,Apr,2019,4651
2010,Ahmednagar,Desi,Apr,2019,4696
2011,Ahmednagar,Other,Apr,2019,4659
2012,Ahmednagar,H-4(A) 27mm FIne,Apr,2019,4798
2013,Ahmednagar,LRA,Apr,2019,4727
2014,Ahmednagar,N-44,Apr,2019,4701
2015,Ahmednagar,DCH-32(Unginned),Apr,2019,4524
2016,Jalgaon,Varaxmi,May,2019,4557
2017,Jalgaon,Desi,May,2019,4634
2018,Jalgaon,Other,May,2019,4624
2019,Jalgaon,H-4(A) 27mm FIne,May,2019,4792
2020,Jalgaon,LRA,May,2019,4667
2021,Jalgaon,N-44,May,2019,4639
2022,Jalgaon,DCH-32(Unginned),May,2019,4524
2023,Hingoli,Varaxmi,May,2019,4441
2024,Hingoli,Desi,May,2019,4491
2025,Hingoli,Other,May,2019,4483
2026,Hingoli,H-4(A) 27mm FIne,May,2019,4632
2027,Hingoli,LRA,May,2019,4503
2028,Hingoli,N-44,May,2019,4491
2029,Hingoli,DCH-32(Unginned),May,2019,4523
2030,Vashim,Varaxmi,May,2019,4651
2031,Vashim,Desi,May,2019,4696
2032,Vashim,Other,May,2019,4659
2033,Vashim,H-4(A) 27mm FIne,May,2019,4798
2034,Vashim,LRA,May,2019,4727
2035,Vashim,N-44,May,2019,4701
2036,Vashim,DCH-32(Unginned),May,2019,4524
2037,Gadchiroli,Varaxmi,May,2019,4646
2038,Gadchiroli,Desi,May,2019,4666
2039,Gadchiroli,Other,May,2019,4636
2040,Gadchiroli,H-4(A) 27mm FIne,May,2019,4590
2041,Gadchiroli,LRA,May,2019,4698
2042,Gadchiroli,N-44,May,2019,4674
2043,Gadchiroli,DCH-32(Unginned),May,2019,4523
2044,Nandurbar,Varaxmi,May,2019,4035
2045,Nandurbar,Desi,May,2019,4095
2046,Nandurbar,Other,May,2019,4077
2047,Nandurbar,H-4(A) 27mm FIne,May,2019,4232
2048,Nandurbar,LRA,May,2019,4110
2049,Nandurbar,N-44,May,2019,4097
2050,Nandurbar,DCH-32(Unginned),May,2019,4283
2051,Ahmednagar,Varaxmi,May,2019,4651
2052,Ahmednagar,Desi,May,2019,4696
2053,Ahmednagar,Other,May,2019,4659
2054,Ahmednagar,H-4(A) 27mm FIne,May,2019,4798
2055,Ahmednagar,LRA,May,2019,4727
2056,Ahmednagar,N-44,May,2019,4701
2057,Ahmednagar,DCH-32(Unginned),May,2019,4524
2058,Jalgaon,Varaxmi,Jun,2019,4557
2059,Jalgaon,Desi,Jun,2019,4634
2060,Jalgaon,Other,Jun,2019,4624
2061,Jalgaon,H-4(A) 27mm FIne,Jun,2019,4792
2062,Jalgaon,LRA,Jun,2019,4667
2063,Jalgaon,N-44,Jun,2019,4639
2064,Jalgaon,DCH-32(Unginned),Jun,2019,4524
2065,Hingoli,Varaxmi,Jun,2019,4441
2066,Hingoli,Desi,Jun,2019,4491
2067,Hingoli,Other,Jun,2019,4483
2068,Hingoli,H-4(A) 27mm FIne,Jun,2019,4632
2069,Hingoli,LRA,Jun,2019,4503
2070,Hingoli,N-44,Jun,2019,4491
2071,Hingoli,DCH-32(Unginned),Jun,2019,4523
2072,Vashim,Varaxmi,Jun,2019,4651
2073,Vashim,Desi,Jun,2019,4696
2074,Vashim,Other,Jun,2019,4659
2075,Vashim,H-4(A) 27mm FIne,Jun,2019,4798
2076,Vashim,LRA,Jun,2019,4727
2077,Vashim,N-44,Jun,2019,4701
2078,Vashim,DCH-32(Unginned),Jun,2019,4524
2079,Gadchiroli,Varaxmi,Jun,2019,4646
2080,Gadchiroli,Desi,Jun,2019,4666
2081,Gadchiroli,Other,Jun,2019,4636
2082,Gadchiroli,H-4(A) 27mm FIne,Jun,2019,4590
2083,Gadchiroli,LRA,Jun,2019,4698
2084,Gadchiroli,N-44,Jun,2019,4674
2085,Gadchiroli,DCH-32(Unginned),Jun,2019,4523
2086,Nandurbar,Varaxmi,Jun,2019,4035
2087,Nandurbar,Desi,Jun,2019,4095
2088,Nandurbar,Other,Jun,2019,4077
2089,Nandurbar,H-4(A) 27mm FIne,Jun,2019,4232
2090,Nandurbar,LRA,Jun,2019,4110
2091,Nandurbar,N-44,Jun,2019,4097
2092,Nandurbar,DCH-32(Unginned),Jun,2019,4283
2093,Ahmednagar,Varaxmi,Jun,2019,4651
2094,Ahmednagar,Desi,Jun,2019,4696
2095,Ahmednagar,Other,Jun,2019,4659
2096,Ahmednagar,H-4(A) 27mm FIne,Jun,2019,4798
2097,Ahmednagar,LRA,Jun,2019,4727
2098,Ahmednagar,N-44,Jun,2019,4701
2099,Ahmednagar,DCH-32(Unginned),Jun,2019,4524
2100,Jalgaon,Varaxmi,Jul,2019,4805
2101,Jalgaon,Desi,Jul,2019,4909
2102,Jalgaon,Other,Jul,2019,4901
2103,Jalgaon,H-4(A) 27mm FIne,Jul,2019,4904
2104,Jalgaon,LRA,Jul,2019,5029
2105,Jalgaon,N-44,Jul,2019,4918
2106,Jalgaon,DCH-32(Unginned),Jul,2019,4909
2107,Hingoli,Varaxmi,Jul,2019,4880
2108,Hingoli,Desi,Jul,2019,5014
2109,Hingoli,Other,Jul,2019,4974
2110,Hingoli,H-4(A) 27mm FIne,Jul,2019,5038
2111,Hingoli,LRA,Jul,2019,5053
2112,Hingoli,N-44,Jul,2019,5013
2113,Hingoli,DCH-32(Unginned),Jul,2019,5000
2114,Vashim,Varaxmi,Jul,2019,4879
2115,Vashim,Desi,Jul,2019,4975
2116,Vashim,Other,Jul,2019,4936
2117,Vashim,H-4(A) 27mm FIne,Jul,2019,4969
2118,Vashim,LRA,Jul,2019,5050
2119,Vashim,N-44,Jul,2019,4987
2120,Vashim,DCH-32(Unginned),Jul,2019,4963
2121,Gadchiroli,Varaxmi,Jul,2019,4542
2122,Gadchiroli,Desi,Jul,2019,4501
2123,Gadchiroli,Other,Jul,2019,4501
2124,Gadchiroli,H-4(A) 27mm FIne,Jul,2019,4500
2125,Gadchiroli,LRA,Jul,2019,4557
2126,Gadchiroli,N-44,Jul,2019,4501
2127,Gadchiroli,DCH-32(Unginned),Jul,2019,4501
2128,Nandurbar,Varaxmi,Jul,2019,4181
2129,Nandurbar,Desi,Jul,2019,4257
2130,Nandurbar,Other,Jul,2019,4254
2131,Nandurbar,H-4(A) 27mm FIne,Jul,2019,4256
2132,Nandurbar,LRA,Jul,2019,4318
2133,Nandurbar,N-44,Jul,2019,4258
2134,Nandurbar,DCH-32(Unginned),Jul,2019,4256
2135,Ahmednagar,Varaxmi,Jul,2019,4879
2136,Ahmednagar,Desi,Jul,2019,4975
2137,Ahmednagar,Other,Jul,2019,4936
2138,Ahmednagar,H-4(A) 27mm FIne,Jul,2019,4969
2139,Ahmednagar,LRA,Jul,2019,5050
2140,Ahmednagar,N-44,Jul,2019,4987
2141,Ahmednagar,DCH-32(Unginned),Jul,2019,4963
2142,Jalgaon,Varaxmi,Aug,2019,4557
2143,Jalgaon,Desi,Aug,2019,4634
2144,Jalgaon,Other,Aug,2019,4624
2145,Jalgaon,H-4(A) 27mm FIne,Aug,2019,4792
2146,Jalgaon,LRA,Aug,2019,4667
2147,Jalgaon,N-44,Aug,2019,4639
2148,Jalgaon,DCH-32(Unginned),Aug,2019,4524
2149,Hingoli,Varaxmi,Aug,2019,4441
2150,Hingoli,Desi,Aug,2019,4491
2151,Hingoli,Other,Aug,2019,4483
2152,Hingoli,H-4(A) 27mm FIne,Aug,2019,4632
2153,Hingoli,LRA,Aug,2019,4503
2154,Hingoli,N-44,Aug,2019,4491
2155,Hingoli,DCH-32(Unginned),Aug,2019,4523
2156,Vashim,Varaxmi,Aug,2019,4651
2157,Vashim,Desi,Aug,2019,4696
2158,Vashim,Other,Aug,2019,4659
2159,Vashim,H-4(A) 27mm FIne,Aug,2019,4798
2160,Vashim,LRA,Aug,2019,4727
2161,Vashim,N-44,Aug,2019,4701
2162,Vashim,DCH-32(Unginned),Aug,2019,4524
2163,Gadchiroli,Varaxmi,Aug,2019,4646
2164,Gadchiroli,Desi,Aug,2019,4666
2165,Gadchiroli,Other,Aug,2019,4636
2166,Gadchiroli,H-4(A) 27mm FIne,Aug,2019,4590
2167,Gadchiroli,LRA,Aug,2019,4698
2168,Gadchiroli,N-44,Aug,2019,4674
2169,Gadchiroli,DCH-32(Unginned),Aug,2019,4523
2170,Nandurbar,Varaxmi,Aug,2019,4035
2171,Nandurbar,Desi,Aug,2019,4095
2172,Nandurbar,Other,Aug,2019,4077
2173,Nandurbar,H-4(A) 27mm FIne,Aug,2019,4232
2174,Nandurbar,LRA,Aug,2019,4110
2175,Nandurbar,N-44,Aug,2019,4097
2176,Nandurbar,DCH-32(Unginned),Aug,2019,4283
2177,Ahmednagar,Varaxmi,Aug,2019,4651
2178,Ahmednagar,Desi,Aug,2019,4696
2179,Ahmednagar,Other,Aug,2019,4659
2180,Ahmednagar,H-4(A) 27mm FIne,Aug,2019,4798
2181,Ahmednagar,LRA,Aug,2019,4727
2182,Ahmednagar,N-44,Aug,2019,4701
2183,Ahmednagar,DCH-32(Unginned),Aug,2019,4524
2184,Jalgaon,Varaxmi,Sep,2019,4557
2185,Jalgaon,Desi,Sep,2019,4634
2186,Jalgaon,Other,Sep,2019,4624
2187,Jalgaon,H-4(A) 27mm FIne,Sep,2019,4792
2188,Jalgaon,LRA,Sep,2019,4667
2189,Jalgaon,N-44,Sep,2019,4639
2190,Jalgaon,DCH-32(Unginned),Sep,2019,4524
2191,Hingoli,Varaxmi,Sep,2019,4441
2192,Hingoli,Desi,Sep,2019,4491
2193,Hingoli,Other,Sep,2019,4483
2194,Hingoli,H-4(A) 27mm FIne,Sep,2019,4632
2195,Hingoli,LRA,Sep,2019,4503
2196,Hingoli,N-44,Sep,2019,4491
2197,Hingoli,DCH-32(Unginned),Sep,2019,4523
2198,Vashim,Varaxmi,Sep,2019,4651
2199,Vashim,Desi,Sep,2019,4696
2200,Vashim,Other,Sep,2019,4659
2201,Vashim,H-4(A) 27mm FIne,Sep,2019,4798
2202,Vashim,LRA,Sep,2019,4727
2203,Vashim,N-44,Sep,2019,4701
2204,Vashim,DCH-32(Unginned),Sep,2019,4524
2205,Gadchiroli,Varaxmi,Sep,2019,4646
2206,Gadchiroli,Desi,Sep,2019,4666
2207,Gadchiroli,Other,Sep,2019,4636
2208,Gadchiroli,H-4(A) 27mm FIne,Sep,2019,4590
2209,Gadchiroli,LRA,Sep,2019,4698
2210,Gadchiroli,N-44,Sep,2019,4674
2211,Gadchiroli,DCH-32(Unginned),Sep,2019,4523
2212,Nandurbar,Varaxmi,Sep,2019,4035
2213,Nandurbar,Desi,Sep,2019,4095
2214,Nandurbar,Other,Sep,2019,4077
2215,Nandurbar,H-4(A) 27mm FIne,Sep,2019,4232
2216,Nandurbar,LRA,Sep,2019,4110
2217,Nandurbar,N-44,Sep,2019,4097
2218,Nandurbar,DCH-32(Unginned),Sep,2019,4283
2219,Ahmednagar,Varaxmi,Sep,2019,4651
2220,Ahmednagar,Desi,Sep,2019,4696
2221,Ahmednagar,Other,Sep,2019,4659
2222,Ahmednagar,H-4(A) 27mm FIne,Sep,2019,4798
2223,Ahmednagar,LRA,Sep,2019,4727
2224,Ahmednagar,N-44,Sep,2019,4701
2225,Ahmednagar,DCH-32(Unginned),Sep,2019,4524
2226,Jalgaon,Varaxmi,Oct,2019,4557
2227,Jalgaon,Desi,Oct,2019,4634
2228,Jalgaon,Other,Oct,2019,4624
2229,Jalgaon,H-4(A) 27mm FIne,Oct,2019,4792
2230,Jalgaon,LRA,Oct,2019,4667
2231,Jalgaon,N-44,Oct,2019,4639
2232,Jalgaon,DCH-32(Unginned),Oct,2019,4524
2233,Hingoli,Varaxmi,Oct,2019,4441
2234,Hingoli,Desi,Oct,2019,4491
2235,Hingoli,Other,Oct,2019,4483
2236,Hingoli,H-4(A) 27mm FIne,Oct,2019,4632
