,District,Variety,Month,Year,Price
1144,Beed,H-4(A) 27mm FIne,Apr,2018,4799
1145,Beed,LRA,Apr,2018,4722
1146,Beed,N-44,Apr,2018,4704
1147,Beed,DCH-32(Unginned),Apr,2018,4527
1148,Buldhana,Varaxmi,Apr,2018,4373
1149,Buldhana,Desi,Apr,2018,4528
1150,Buldhana,Other,Apr,2018,4524
1151,Buldhana,H-4(A) 27mm FIne,Apr,2018,4920
1152,Buldhana,LRA,Apr,2018,4534
1153,Buldhana,N-44,Apr,2018,4527
1154,Buldhana,DCH-32(Unginned),Apr,2018,4537
1155,Nanded,Varaxmi,Apr,2018,4369
1156,Nanded,Desi,Apr,2018,4419
1157,Nanded,Other,Apr,2018,4416
1158,Nanded,H-4(A) 27mm FIne,Apr,2018,4538
1159,Nanded,LRA,Apr,2018,4425
1160,Nanded,N-44,Apr,2018,4420
1161,Nanded,DCH-32(Unginned),Apr,2018,4493
1162,Akola,Varaxmi,Apr,2018,4480
1163,Akola,Desi,Apr,2018,4648
1164,Akola,Other,Apr,2018,4635
1165,Akola,H-4(A) 27mm FIne,Apr,2018,4791
1166,Akola,LRA,Apr,2018,4721
1167,Akola,N-44,Apr,2018,4653
1168,Akola,DCH-32(Unginned),Apr,2018,4524
1169,Aurangabad,Varaxmi,Apr,2018,4801
1170,Aurangabad,Desi,Apr,2018,4773
1171,Aurangabad,Other,Apr,2018,4738
1172,Aurangabad,H-4(A) 27mm FIne,Apr,2018,4817
1173,Aurangabad,LRA,Apr,2018,4785
1174,Aurangabad,N-44,Apr,2018,4774
1175,Aurangabad,DCH-32(Unginned),Apr,2018,4546
1176,Wardha,Varaxmi,May,2018,4496
1177,Wardha,Desi,May,2018,4577
1178,Wardha,Other,May,2018,4569
1179,Wardha,H-4(A) 27mm FIne,May,2018,4756
1180,Wardha,LRA,May,2018,4601
1181,Wardha,N-44,May,2018,4580
1182,Wardha,DCH-32(Unginned),May,2018,4524
1183,Nagpur,Varaxmi,May,2018,4774
1184,Nagpur,Desi,May,2018,4805
1185,Nagpur,Other,May,2018,4786
1186,Nagpur,H-4(A) 27mm FIne,May,2018,4768
1187,Nagpur,LRA,May,2018,4879
1188,Nagpur,N-44,May,2018,4804
1189,Nagpur,DCH-32(Unginned),May,2018,4589
1190,Yavatmal,Varaxmi,May,2018,4699
1191,Yavatmal,Desi,May,2018,4660
1192,Yavatmal,Other,May,2018,4649
1193,Yavatmal,H-4(A) 27mm FIne,May,2018,4771
1194,Yavatmal,LRA,May,2018,4636
1195,Yavatmal,N-44,May,2018,4664
1196,Yavatmal,DCH-32(Unginned),May,2018,4525
1197,Chandrapur,Varaxmi,May,2018,4490
1198,Chandrapur,Desi,May,2018,4593
1199,Chandrapur,Other,May,2018,4590
1200,Chandrapur,H-4(A) 27mm FIne,May,2018,4699
1201,Chandrapur,LRA,May,2018,4598
1202,Chandrapur,N-44,May,2018,4593
1203,Chandrapur,DCH-32(Unginned),May,2018,4525
1204,Parbhani,Varaxmi,May,2018,4850
1205,Parbhani,Desi,May,2018,4800
1206,Parbhani,Other,May,2018,4644
1207,Parbhani,H-4(A) 27mm FIne,May,2018,4894
1208,Parbhani,LRA,May,2018,4805
1209,Parbhani,N-44,May,2018,4801
1210,Parbhani,DCH-32(Unginned),May,2018,4565
1211,Amarawati,Varaxmi,May,2018,4690
1212,Amarawati,Desi,May,2018,4709
1213,Amarawati,Other,May,2018,4685
1214,Amarawati,H-4(A) 27mm FIne,May,2018,4796
1215,Amarawati,LRA,May,2018,4727
1216,Amarawati,N-44,May,2018,4716
1217,Amarawati,DCH-32(Unginned),May,2018,4527
1218,Jalana,Varaxmi,May,2018,4033
1219,Jalana,Desi,May,2018,4054
1220,Jalana,Other,May,2018,4054
1221,Jalana,H-4(A) 27mm FIne,May,2018,4084
1222,Jalana,LRA,May,2018,4054
1223,Jalana,N-44,May,2018,4054
1224,Jalana,DCH-32(Unginned),May,2018,4054
1225,Beed,Varaxmi,May,2018,4686
1226,Beed,Desi,May,2018,4701
1227,Beed,Other,May,2018,4676
1228,Beed,H-4(A) 27mm FIne,May,2018,4799
1229,Beed,LRA,May,2018,4722
1230,Beed,N-44,May,2018,4704
1231,Beed,DCH-32(Unginned),May,2018,4527
1232,Buldhana,Varaxmi,May,2018,4373
1233,Buldhana,Desi,May,2018,4528
1234,Buldhana,Other,May,2018,4524
1235,Buldhana,H-4(A) 27mm FIne,May,2018,4920
1236,Buldhana,LRA,May,2018,4534
1237,Buldhana,N-44,May,2018,4527
1238,Buldhana,DCH-32(Unginned),May,2018,4537
1239,Nanded,Varaxmi,May,2018,4369
1240,Nanded,Desi,May,2018,4419
1241,Nanded,Other,May,2018,4416
1242,Nanded,H-4(A) 27mm FIne,May,2018,4538
1243,Nanded,LRA,May,2018,4425
1244,Nanded,N-44,May,2018,4420
1245,Nanded,DCH-32(Unginned),May,2018,4493
1246,Akola,Varaxmi,May,2018,4480
1247,Akola,Desi,May,2018,4648
1248,Akola,Other,May,2018,4635
1249,Akola,H-4(A) 27mm FIne,May,2018,4791
1250,Akola,LRA,May,2018,4721
1251,Akola,N-44,May,2018,4653
1252,Akola,DCH-32(Unginned),May,2018,4524
1253,Aurangabad,Varaxmi,May,2018,4801
1254,Aurangabad,Desi,May,2018,4773
1255,Aurangabad,Other,May,2018,4738
1256,Aurangabad,H-4(A) 27mm FIne,May,2018,4817
1257,Aurangabad,LRA,May,2018,4785
1258,Aurangabad,N-44,May,2018,4774
1259,Aurangabad,DCH-32(Unginned),May,2018,4546
1260,Wardha,Varaxmi,Jun,2018,4496
1261,Wardha,Desi,Jun,2018,4577
1262,Wardha,Other,Jun,2018,4569
1263,Wardha,H-4(A) 27mm FIne,Jun,2018,4756
1264,Wardha,LRA,Jun,2018,4601
1265,Wardha,N-44,Jun,2018,4580
1266,Wardha,DCH-32(Unginned),Jun,2018,4524
1267,Nagpur,Varaxmi,Jun,2018,4774
1268,Nagpur,Desi,Jun,2018,4805
1269,Nagpur,Other,Jun,2018,4786
1270,Nagpur,H-4(A) 27mm FIne,Jun,2018,4768
1271,Nagpur,LRA,Jun,2018,4879
1272,Nagpur,N-44,Jun,2018,4804
1273,Nagpur,DCH-32(Unginned),Jun,2018,4589
1274,Yavatmal,Varaxmi,Jun,2018,4699
1275,Yavatmal,Desi,Jun,2018,4660
1276,Yavatmal,Other,Jun,2018,4649
1277,Yavatmal,H-4(A) 27mm FIne,Jun,2018,4771
1278,Yavatmal,LRA,Jun,2018,4636
1279,Yavatmal,N-44,Jun,2018,4664
1280,Yavatmal,DCH-32(Unginned),Jun,2018,4525
1281,Chandrapur,Varaxmi,Jun,2018,4490
1282,Chandrapur,Desi,Jun,2018,4593
1283,Chandrapur,Other,Jun,2018,4590
1284,Chandrapur,H-4(A) 27mm FIne,Jun,2018,4699
1285,Chandrapur,LRA,Jun,2018,4598
1286,Chandrapur,N-44,Jun,2018,4593
1287,Chandrapur,DCH-32(Unginned),Jun,2018,4525
1288,Parbhani,Varaxmi,Jun,2018,4850
1289,Parbhani,Desi,Jun,2018,4800
1290,Parbhani,Other,Jun,2018,4644
1291,Parbhani,H-4(A) 27mm FIne,Jun,2018,4894
1292,Parbhani,LRA,Jun,2018,4805
1293,Parbhani,N-44,Jun,2018,4801
1294,Parbhani,DCH-32(Unginned),Jun,2018,4565
1295,Amarawati,Varaxmi,Jun,2018,4690
1296,Amarawati,Desi,Jun,2018,4709
1297,Amarawati,Other,Jun,2018,4685
1298,Amarawati,H-4(A) 27mm FIne,Jun,2018,4796
1299,Amarawati,LRA,Jun,2018,4727
1300,Amarawati,N-44,Jun,2018,4716
1301,Amarawati,DCH-32(Unginned),Jun,2018,4527
1302,Jalana,Varaxmi,Jun,2018,4033
1303,Jalana,Desi,Jun,2018,4054
1304,Jalana,Other,Jun,2018,4054
1305,Jalana,H-4(A) 27mm FIne,Jun,2018,4084
1306,Jalana,LRA,Jun,2018,4054
1307,Jalana,N-44,Jun,2018,4054
1308,Jalana,DCH-32(Unginned),Jun,2018,4054
1309,Beed,Varaxmi,Jun,2018,4686
1310,Beed,Desi,Jun,2018,4701
1311,Beed,Other,Jun,2018,4676
1312,Beed,H-4(A) 27mm FIne,Jun,2018,4799
1313,Beed,LRA,Jun,2018,4722
1314,Beed,N-44,Jun,2018,4704
1315,Beed,DCH-32(Unginned),Jun,2018,4527
1316,Buldhana,Varaxmi,Jun,2018,4373
1317,Buldhana,Desi,Jun,2018,4528
1318,Buldhana,Other,Jun,2018,4524
1319,Buldhana,H-4(A) 27mm FIne,Jun,2018,4920
1320,Buldhana,LRA,Jun,2018,4534
1321,Buldhana,N-44,Jun,2018,4527
1322,Buldhana,DCH-32(Unginned),Jun,2018,4537
1323,Nanded,Varaxmi,Jun,2018,4369
1324,Nanded,Desi,Jun,2018,4419
1325,Nanded,Other,Jun,2018,4416
1326,Nanded,H-4(A) 27mm FIne,Jun,2018,4538
1327,Nanded,LRA,Jun,2018,4425
1328,Nanded,N-44,Jun,2018,4420
1329,Nanded,DCH-32(Unginned),Jun,2018,4493
1330,Akola,Varaxmi,Jun,2018,4480
1331,Akola,Desi,Jun,2018,4648
1332,Akola,Other,Jun,2018,4635
1333,Akola,H-4(A) 27mm FIne,Jun,2018,4791
1334,Akola,LRA,Jun,2018,4721
1335,Akola,N-44,Jun,2018,4653
1336,Akola,DCH-32(Unginned),Jun,2018,4524
1337,Aurangabad,Varaxmi,Jun,2018,4801
1338,Aurangabad,Desi,Jun,2018,4773
1339,Aurangabad,Other,Jun,2018,4738
1340,Aurangabad,H-4(A) 27mm FIne,Jun,2018,4817
1341,Aurangabad,LRA,Jun,2018,4785
1342,Aurangabad,N-44,Jun,2018,4774
1343,Aurangabad,DCH-32(Unginned),Jun,2018,4546
1344,Wardha,Varaxmi,Jul,2018,4809
1345,Wardha,Desi,Jul,2018,4906
1346,Wardha,Other,Jul,2018,4898
1347,Wardha,H-4(A) 27mm FIne,Jul,2018,4901
1348,Wardha,LRA,Jul,2018,5023
1349,Wardha,N-44,Jul,2018,4915
1350,Wardha,DCH-32(Unginned),Jul,2018,4906
1351,Nagpur,Varaxmi,Jul,2018,4981
1352,Nagpur,Desi,Jul,2018,4988
1353,Nagpur,Other,Jul,2018,4953
1354,Nagpur,H-4(A) 27mm FIne,Jul,2018,4987
1355,Nagpur,LRA,Jul,2018,5044
1356,Nagpur,N-44,Jul,2018,4989
1357,Nagpur,DCH-32(Unginned),Jul,2018,4977
1358,Yavatmal,Varaxmi,Jul,2018,5071
1359,Yavatmal,Desi,Jul,2018,4961
1360,Yavatmal,Other,Jul,2018,4960
1361,Yavatmal,H-4(A) 27mm FIne,Jul,2018,4961
1362,Yavatmal,LRA,Jul,2018,4847
1363,Yavatmal,N-44,Jul,2018,4961
1364,Yavatmal,DCH-32(Unginned),Jul,2018,4961
1365,Chandrapur,Varaxmi,Jul,2018,4917
1366,Chandrapur,Desi,Jul,2018,4946
1367,Chandrapur,Other,Jul,2018,4929
1368,Chandrapur,H-4(A) 27mm FIne,Jul,2018,4941
1369,Chandrapur,LRA,Jul,2018,5044
1370,Chandrapur,N-44,Jul,2018,4954
1371,Chandrapur,DCH-32(Unginned),Jul,2018,4947
1372,Parbhani,Varaxmi,Jul,2018,5068
1373,Parbhani,Desi,Jul,2018,4914
1374,Parbhani,Other,Jul,2018,4880
1375,Parbhani,H-4(A) 27mm FIne,Jul,2018,4872
1376,Parbhani,LRA,Jul,2018,5015
1377,Parbhani,N-44,Jul,2018,4917
1378,Parbhani,DCH-32(Unginned),Jul,2018,4913
1379,Amarawati,Varaxmi,Jul,2018,4816
1380,Amarawati,Desi,Jul,2018,4932
1381,Amarawati,Other,Jul,2018,4924
1382,Amarawati,H-4(A) 27mm FIne,Jul,2018,4927
1383,Amarawati,LRA,Jul,2018,5016
1384,Amarawati,N-44,Jul,2018,4973
1385,Amarawati,DCH-32(Unginned),Jul,2018,4931
1386,Jalana,Varaxmi,Jul,2018,4814
1387,Jalana,Desi,Jul,2018,4873
1388,Jalana,Other,Jul,2018,4872
1389,Jalana,H-4(A) 27mm FIne,Jul,2018,4888
1390,Jalana,LRA,Jul,2018,4975
1391,Jalana,N-44,Jul,2018,4878
1392,Jalana,DCH-32(Unginned),Jul,2018,4875
1393,Beed,Varaxmi,Jul,2018,4983
1394,Beed,Desi,Jul,2018,4980
1395,Beed,Other,Jul,2018,4941
1396,Beed,H-4(A) 27mm FIne,Jul,2018,4973
1397,Beed,LRA,Jul,2018,5050
1398,Beed,N-44,Jul,2018,4989
1399,Beed,DCH-32(Unginned),Jul,2018,4967
1400,Buldhana,Varaxmi,Jul,2018,4743
1401,Buldhana,Desi,Jul,2018,5080
1402,Buldhana,Other,Jul,2018,5049
1403,Buldhana,H-4(A) 27mm FIne,Jul,2018,5143
1404,Buldhana,LRA,Jul,2018,5095
1405,Buldhana,N-44,Jul,2018,5080
1406,Buldhana,DCH-32(Unginned),Jul,2018,5083
1407,Nanded,Varaxmi,Jul,2018,4799
1408,Nanded,Desi,Jul,2018,4862
1409,Nanded,Other,Jul,2018,4857
1410,Nanded,H-4(A) 27mm FIne,Jul,2018,4859
1411,Nanded,LRA,Jul,2018,4934
1412,Nanded,N-44,Jul,2018,4868
1413,Nanded,DCH-32(Unginned),Jul,2018,4862
1414,Akola,Varaxmi,Jul,2018,4809
1415,Akola,Desi,Jul,2018,4925
1416,Akola,Other,Jul,2018,4914
1417,Akola,H-4(A) 27mm FIne,Jul,2018,4921
1418,Akola,LRA,Jul,2018,5068
1419,Akola,N-44,Jul,2018,4934
1420,Akola,DCH-32(Unginned),Jul,2018,4925
1421,Aurangabad,Varaxmi,Jul,2018,4925
1422,Aurangabad,Desi,Jul,2018,4966
1423,Aurangabad,Other,Jul,2018,4936
1424,Aurangabad,H-4(A) 27mm FIne,Jul,2018,4959
1425,Aurangabad,LRA,Jul,2018,5049
1426,Aurangabad,N-44,Jul,2018,4976
1427,Aurangabad,DCH-32(Unginned),Jul,2018,4961
1428,Wardha,Varaxmi,Aug,2018,4496
1429,Wardha,Desi,Aug,2018,4577
1430,Wardha,Other,Aug,2018,4569
1431,Wardha,H-4(A) 27mm FIne,Aug,2018,4756
1432,Wardha,LRA,Aug,2018,4601
1433,Wardha,N-44,Aug,2018,4580
1434,Wardha,DCH-32(Unginned),Aug,2018,4524
1435,Nagpur,Varaxmi,Aug,2018,4774
1436,Nagpur,Desi,Aug,2018,4805
1437,Nagpur,Other,Aug,2018,4786
1438,Nagpur,H-4(A) 27mm FIne,Aug,2018,4768
1439,Nagpur,LRA,Aug,2018,4879
1440,Nagpur,N-44,Aug,2018,4804
1441,Nagpur,DCH-32(Unginned),Aug,2018,4589
1442,Yavatmal,Varaxmi,Aug,2018,4699
1443,Yavatmal,Desi,Aug,2018,4660
1444,Yavatmal,Other,Aug,2018,4649
1445,Yavatmal,H-4(A) 27mm FIne,Aug,2018,4771
1446,Yavatmal,LRA,Aug,2018,4636
1447,Yavatmal,N-44,Aug,2018,4664
1448,Yavatmal,DCH-32(Unginned),Aug,2018,4525
1449,Chandrapur,Varaxmi,Aug,2018,4490
1450,Chandrapur,Desi,Aug,2018,4593
1451,Chandrapur,Other,Aug,2018,4590
1452,Chandrapur,H-4(A) 27mm FIne,Aug,2018,4699
1453,Chandrapur,LRA,Aug,2018,4598
1454,Chandrapur,N-44,Aug,2018,4593
1455,Chandrapur,DCH-32(Unginned),Aug,2018,4525
1456,Parbhani,Varaxmi,Aug,2018,4850
1457,Parbhani,Desi,Aug,2018,4800
1458,Parbhani,Other,Aug,2018,4644
1459,Parbhani,H-4(A) 27mm FIne,Aug,2018,4894
1460,Parbhani,LRA,Aug,2018,4805
1461,Parbhani,N-44,Aug,2018,4801
1462,Parbhani,DCH-32(Unginned),Aug,2018,4565
1463,Amarawati,Varaxmi,Aug,2018,4690
1464,Amarawati,Desi,Aug,2018,4709
1465,Amarawati,Other,Aug,2018,4685
1466,Amarawati,H-4(A) 27mm FIne,Aug,2018,4796
1467,Amarawati,LRA,Aug,2018,4727
1468,Amarawati,N-44,Aug,2018,4716
1469,Amarawati,DCH-32(Unginned),Aug,2018,4527
1470,Jalana,Varaxmi,Aug,2018,4033
1471,Jalana,Desi,Aug,2018,4054
1472,Jalana,Other,Aug,2018,4054
1473,Jalana,H-4(A) 27mm FIne,Aug,2018,4084
1474,Jalana,LRA,Aug,2018,4054
1475,Jalana,N-44,Aug,2018,4054
1476,Jalana,DCH-32(Unginned),Aug,2018,4054
1477,Beed,Varaxmi,Aug,2018,4686
1478,Beed,Desi,Aug,2018,4701
1479,Beed,Other,Aug,2018,4676
1480,Beed,H-4(A) 27mm FIne,Aug,2018,4799
1481,Beed,LRA,Aug,2018,4722
1482,Beed,N-44,Aug,2018,4704
1483,Beed,DCH-32(Unginned),Aug,2018,4527
1484,Buldhana,Varaxmi,Aug,2018,4373
1485,Buldhana,Desi,Aug,2018,4528
1486,Buldhana,Other,Aug,2018,4524
1487,Buldhana,H-4(A) 27mm FIne,Aug,2018,4920
1488,Buldhana,LRA,Aug,2018,4534
1489,Buldhana,N-44,Aug,2018,4527
1490,Buldhana,DCH-32(Unginned),Aug,2018,4537
1491,Nanded,Varaxmi,Aug,2018,4369
1492,Nanded,Desi,Aug,2018,4419
1493,Nanded,Other,Aug,2018,4416
1494,Nanded,H-4(A) 27mm FIne,Aug,2018,4538
1495,Nanded,LRA,Aug,2018,4425
1496,Nanded,N-44,Aug,2018,4420
1497,Nanded,DCH-32(Unginned),Aug,2018,4493
1498,Akola,Varaxmi,Aug,2018,4480
1499,Akola,Desi,Aug,2018,4648
1500,Akola,Other,Aug,2018,4635
1501,Akola,H-4(A) 27mm FIne,Aug,2018,4791
1502,Akola,LRA,Aug,2018,4721
1503,Akola,N-44,Aug,2018,4653
1504,Akola,DCH-32(Unginned),Aug,2018,4524
1505,Aurangabad,Varaxmi,Aug,2018,4801
1506,Aurangabad,Desi,Aug,2018,4773
1507,Aurangabad,Other,Aug,2018,4738
1508,Aurangabad,H-4(A) 27mm FIne,Aug,2018,4817
1509,Aurangabad,LRA,Aug,2018,4785
1510,Aurangabad,N-44,Aug,2018,4774
1511,Aurangabad,DCH-32(Unginned),Aug,2018,4546
1512,Wardha,Varaxmi,Sep,2018,4496
1513,Wardha,Desi,Sep,2018,4577
1514,Wardha,Other,Sep,2018,4569
1515,Wardha,H-4(A) 27mm FIne,Sep,2018,4756
1516,Wardha,LRA,Sep,2018,4601
1517,Wardha,N-44,Sep,2018,4580
1518,Wardha,DCH-32(Unginned),Sep,2018,4524
1519,Nagpur,Varaxmi,Sep,2018,4774
1520,Nagpur,Desi,Sep,2018,4805
1521,Nagpur,Other,Sep,2018,4786
1522,Nagpur,H-4(A) 27mm FIne,Sep,2018,4768
1523,Nagpur,LRA,Sep,2018,4879
1524,Nagpur,N-44,Sep,2018,4804
1525,Nagpur,DCH-32(Unginned),Sep,2018,4589
1526,Yavatmal,Varaxmi,Sep,2018,4699
1527,Yavatmal,Desi,Sep,2018,4660
1528,Yavatmal,Other,Sep,2018,4649
1529,Yavatmal,H-4(A) 27mm FIne,Sep,2018,4771
1530,Yavatmal,LRA,Sep,2018,4636
1531,Yavatmal,N-44,Sep,2018,4664
1532,Yavatmal,DCH-32(Unginned),Sep,2018,4525
1533,Chandrapur,Varaxmi,Sep,2018,4490
1534,Chandrapur,Desi,Sep,2018,4593
1535,Chandrapur,Other,Sep,2018,4590
1536,Chandrapur,H-4(A) 27mm FIne,Sep,2018,4699
1537,Chandrapur,LRA,Sep,2018,4598
1538,Chandrapur,N-44,Sep,2018,4593
1539,Chandrapur,DCH-32(Unginned),Sep,2018,4525
1540,Parbhani,Varaxmi,Sep,2018,4850
1541,Parbhani,Desi,Sep,2018,4800
1542,Parbhani,Other,Sep,2018,4644
1543,Parbhani,H-4(A) 27mm FIne,Sep,2018,4894
1544,Parbhani,LRA,Sep,2018,4805
1545,Parbhani,N-44,Sep,2018,4801
1546,Parbhani,DCH-32(Unginned),Sep,2018,4565
1547,Amarawati,Varaxmi,Sep,2018,4690
1548,Amarawati,Desi,Sep,2018,4709
1549,Amarawati,Other,Sep,2018,4685
1550,Amarawati,H-4(A) 27mm FIne,Sep,2018,4796
1551,Amarawati,LRA,Sep,2018,4727
1552,Amarawati,N-44,Sep,2018,4716
1553,Amarawati,DCH-32(Unginned),Sep,2018,4527
1554,Jalana,Varaxmi,Sep,2018,4033
1555,Jalana,Desi,Sep,2018,4054
1556,Jalana,Other,Sep,2018,4054
1557,Jalana,H-4(A) 27mm FIne,Sep,2018,4084
1558,Jalana,LRA,Sep,2018,4054
1559,Jalana,N-44,Sep,2018,4054
1560,Jalana,DCH-32(Unginned),Sep,2018,4054
1561,Beed,Varaxmi,Sep,2018,4686
1562,Beed,Desi,Sep,2018,4701
1563,Beed,Other,Sep,2018,4676
1564,Beed,H-4(A) 27mm FIne,Sep,2018,4799
1565,Beed,LRA,Sep,2018,4722
1566,Beed,N-44,Sep,2018,4704
1567,Beed,DCH-32(Unginned),Sep,2018,4527
1568,Buldhana,Varaxmi,Sep,2018,4373
1569,Buldhana,Desi,Sep,2018,4528
1570,Buldhana,Other,Sep,2018,4524
1571,Buldhana,H-4(A) 27mm FIne,Sep,2018,4920
1572,Buldhana,LRA,Sep,2018,4534
1573,Buldhana,N-44,Sep,2018,4527
1574,Buldhana,DCH-32(Unginned),Sep,2018,4537
1575,Nanded,Varaxmi,Sep,2018,4369
1576,Nanded,Desi,Sep,2018,4419
1577,Nanded,Other,Sep,2018,4416
1578,Nanded,H-4(A) 27mm FIne,Sep,2018,4538
1579,Nanded,LRA,Sep,2018,4425
1580,Nanded,N-44,Sep,2018,4420
1581,Nanded,DCH-32(Unginned),Sep,2018,4493
1582,Akola,Varaxmi,Sep,2018,4480
1583,Akola,Desi,Sep,2018,4648
1584,Akola,Other,Sep,2018,4635
1585,Akola,H-4(A) 27mm FIne,Sep,2018,4791
1586,Akola,LRA,Sep,2018,4721
1587,Akola,N-44,Sep,2018,4653
1588,Akola,DCH-32(Unginned),Sep,2018,4524
1589,Aurangabad,Varaxmi,Sep,2018,4801
1590,Aurangabad,Desi,Sep,2018,4773
1591,Aurangabad,Other,Sep,2018,4738
1592,Aurangabad,H-4(A) 27mm FIne,Sep,2018,4817
1593,Aurangabad,LRA,Sep,2018,4785
1594,Aurangabad,N-44,Sep,2018,4774
1595,Aurangabad,DCH-32(Unginned),Sep,2018,4546
1596,Wardha,Varaxmi,Oct,2018,4496
1597,Wardha,Desi,Oct,2018,4577
1598,Wardha,Other,Oct,2018,4569
1599,Wardha,H-4(A) 27mm FIne,Oct,2018,4756
1600,Wardha,LRA,Oct,2018,4601
1601,Wardha,N-44,Oct,2018,4580
1602,Wardha,DCH-32(Unginned),Oct,2018,4524
1603,Nagpur,Varaxmi,Oct,2018,4774
1604,Nagpur,Desi,Oct,2018,4805
1605,Nagpur,Other,Oct,2018,4786
1606,Nagpur,H-4(A) 27mm FIne,Oct,2018,4768
1607,Nagpur,LRA,Oct,2018,4879
1608,Nagpur,N-44,Oct,2018,4804
1609,Nagpur,DCH-32(Unginned),Oct,2018,4589
1610,Yavatmal,Varaxmi,Oct,2018,4699
1611,Yavatmal,Desi,Oct,2018,4660
1612,Yavatmal,Other,Oct,2018,4649
1613,Yavatmal,H-4(A) 27mm FIne,Oct,2018,4771
1614,Yavatmal,LRA,Oct,2018,4636
1615,Yavatmal,N-44,Oct,2018,4664
1616,Yavatmal,DCH-32(Unginned),Oct,2018,4525
1617,Chandrapur,Varaxmi,Oct,2018,4490
1618,Chandrapur,Desi,Oct,2018,4593
1619,Chandrapur,Other,Oct,2018,4590
1620,Chandrapur,H-4(A) 27mm FIne,Oct,2018,4699
1621,Chandrapur,LRA,Oct,2018,4598
1622,Chandrapur,N-44,Oct,2018,4593
1623,Chandrapur,DCH-32(Unginned),Oct,2018,4525
1624,Parbhani,Varaxmi,Oct,2018,4850
1625,Parbhani,Desi,Oct,2018,4800
1626,Parbhani,Other,Oct,2018,4644
1627,Parbhani,H-4(A) 27mm FIne,Oct,2018,4894
1628,Parbhani,LRA,Oct,2018,4805
1629,Parbhani,N-44,Oct,2018,4801
1630,Parbhani,DCH-32(Unginned),Oct,2018,4565
1631,Amarawati,Varaxmi,Oct,2018,4690
1632,Amarawati,Desi,Oct,2018,4709
1633,Amarawati,Other,Oct,2018,4685
1634,Amarawati,H-4(A) 27mm FIne,Oct,2018,4796
1635,Amarawati,LRA,Oct,2018,4727
1636,Amarawati,N-44,Oct,2018,4716
1637,Amarawati,DCH-32(Unginned),Oct,2018,4527
1638,Jalana,Varaxmi,Oct,2018,4033
1639,Jalana,Desi,Oct,2018,4054
1640,Jalana,Other,Oct,2018,4054
1641,Jalana,H-4(A) 27mm FIne,Oct,2018,4084
1642,Jalana,LRA,Oct,2018,4054
1643,Jalana,N-44,Oct,2018,4054
1644,Jalana,DCH-32(Unginned),Oct,2018,4054
1645,Beed,Varaxmi,Oct,2018,4686
1646,Beed,Desi,Oct,2018,4701
1647,Beed,Other,Oct,2018,4676
1648,Beed,H-4(A) 27mm FIne,Oct,2018,4799
1649,Beed,LRA,Oct,2018,4722
1650,Beed,N-44,Oct,2018,4704
1651,Beed,DCH-32(Unginned),Oct,2018,4527
1652,Buldhana,Varaxmi,Oct,2018,4373
1653,Buldhana,Desi,Oct,2018,4528
1654,Buldhana,Other,Oct,2018,4524
1655,Buldhana,H-4(A) 27mm FIne,Oct,2018,4920
1656,Buldhana,LRA,Oct,2018,4534
1657,Buldhana,N-44,Oct,2018,4527
1658,Buldhana,DCH-32(Unginned),Oct,2018,4537
1659,Nanded,Varaxmi,Oct,2018,4369
1660,Nanded,Desi,Oct,2018,4419
1661,Nanded,Other,Oct,2018,4416
1662,Nanded,H-4(A) 27mm FIne,Oct,2018,4538
1663,Nanded,LRA,Oct,2018,4425
1664,Nanded,N-44,Oct,2018,4420
1665,Nanded,DCH-32(Unginned),Oct,2018,4493
1666,Akola,Varaxmi,Oct,2018,4480
1667,Akola,Desi,Oct,2018,4648
1668,Akola,Other,Oct,2018,4635
1669,Akola,H-4(A) 27mm FIne,Oct,2018,4791
1670,Akola,LRA,Oct,2018,4721
1671,Akola,N-44,Oct,2018,4653
1672,Akola,DCH-32(Unginned),Oct,2018,4524
1673,Aurangabad,Varaxmi,Oct,2018,4801
1674,Aurangabad,Desi,Oct,2018,4773
1675,Aurangabad,Other,Oct,2018,4738
1676,Aurangabad,H-4(A) 27mm FIne,Oct,2018,4817
1677,Aurangabad,LRA,Oct,2018,4785
1678,Aurangabad,N-44,Oct,2018,4774
1679,Aurangabad,DCH-32(Unginned),Oct,2018,4546
1680,Wardha,Varaxmi,Nov,2018,4188
1681,Wardha,Desi,Nov,2018,4190
1682,Wardha,Other,Nov,2018,4190
1683,Wardha,H-4(A) 27mm FIne,Nov,2018,4190
1684,Wardha,LRA,Nov,2018,4199
1685,Wardha,N-44,Nov,2018,4196
1686,Wardha,DCH-32(Unginned),Nov,2018,4262
1687,Nagpur,Varaxmi,Nov,2018,4339
1688,Nagpur,Desi,Nov,2018,4352
1689,Nagpur,Other,Nov,2018,4352
1690,Nagpur,H-4(A) 27mm FIne,Nov,2018,4355
1691,Nagpur,LRA,Nov,2018,4413
1692,Nagpur,N-44,Nov,2018,4371
1693,Nagpur,DCH-32(Unginned),Nov,2018,4387
1694,Yavatmal,Varaxmi,Nov,2018,4472
1695,Yavatmal,Desi,Nov,2018,4437
1696,Yavatmal,Other,Nov,2018,4434
1697,Yavatmal,H-4(A) 27mm FIne,Nov,2018,4438
1698,Yavatmal,LRA,Nov,2018,4397
1699,Yavatmal,N-44,Nov,2018,4438
1700,Yavatmal,DCH-32(Unginned),Nov,2018,4435
